2.195999999999999897e-01,1.565242473228988240e-01,1.900000000000000022e-01,1.000000000000000021e-02,7.399999999999999911e-01,1.500000000000000000e+02
2.997333333333333516e-01,2.140340990486225281e-01,2.500000000000000000e-01,1.000000000000000021e-02,8.500000000000000888e-01,1.500000000000000000e+02
3.404666666666666397e-01,2.367145585345823422e-01,2.700000000000000178e-01,0.000000000000000000e+00,8.899999999999999023e-01,1.500000000000000000e+02
3.728666666666666796e-01,2.541084720263288577e-01,3.200000000000000067e-01,0.000000000000000000e+00,9.199999999999999289e-01,1.500000000000000000e+02
3.831333333333333258e-01,2.661105952210262582e-01,3.200000000000000067e-01,0.000000000000000000e+00,9.400000000000000577e-01,1.500000000000000000e+02
4.007333333333333303e-01,2.733181215279286147e-01,3.850000000000000089e-01,0.000000000000000000e+00,9.500000000000001776e-01,1.500000000000000000e+02
4.141999999999999571e-01,2.823833564500571325e-01,3.549999999999999822e-01,0.000000000000000000e+00,9.399999999999999467e-01,1.500000000000000000e+02
4.166666666666667407e-01,2.834352757783609733e-01,3.699999999999999956e-01,0.000000000000000000e+00,9.599999999999999645e-01,1.500000000000000000e+02
4.232666666666666244e-01,2.900057394068070726e-01,3.750000000000000000e-01,0.000000000000000000e+00,9.400000000000000577e-01,1.500000000000000000e+02
4.268666666666666720e-01,3.003933791251435226e-01,3.900000000000000133e-01,0.000000000000000000e+00,9.499999999999999556e-01,1.500000000000000000e+02
4.358666666666667355e-01,3.040398804250667442e-01,3.750000000000000000e-01,0.000000000000000000e+00,9.599999999999999645e-01,1.500000000000000000e+02
4.415333333333333332e-01,3.027094022692757846e-01,4.100000000000000311e-01,0.000000000000000000e+00,9.499999999999999556e-01,1.500000000000000000e+02
4.465333333333332821e-01,3.120747488805989400e-01,4.449999999999999512e-01,0.000000000000000000e+00,9.800000000000000933e-01,1.500000000000000000e+02
4.406000000000000472e-01,3.150898919356189265e-01,4.100000000000000311e-01,0.000000000000000000e+00,9.699999999999999734e-01,1.500000000000000000e+02
4.446666666666667100e-01,3.143515371186991758e-01,3.850000000000000089e-01,0.000000000000000000e+00,9.699999999999999734e-01,1.500000000000000000e+02
4.471999999999999864e-01,3.126640795912870030e-01,4.399999999999999467e-01,0.000000000000000000e+00,9.800000000000002043e-01,1.500000000000000000e+02
4.513333333333333641e-01,3.175629421425337218e-01,4.100000000000000311e-01,0.000000000000000000e+00,9.799999999999999822e-01,1.500000000000000000e+02
4.497333333333332073e-01,3.139531741447370017e-01,4.050000000000000266e-01,0.000000000000000000e+00,9.699999999999999734e-01,1.500000000000000000e+02
4.492666666666666475e-01,3.168408573541122153e-01,4.300000000000000488e-01,0.000000000000000000e+00,9.899999999999999911e-01,1.500000000000000000e+02
4.544666666666666854e-01,3.166186700468281434e-01,4.500000000000000666e-01,0.000000000000000000e+00,9.899999999999999911e-01,1.500000000000000000e+02
4.511999999999999345e-01,3.213283263786952948e-01,4.200000000000000400e-01,0.000000000000000000e+00,9.899999999999999911e-01,1.500000000000000000e+02
4.538666666666667515e-01,3.213778392415313490e-01,4.150000000000000355e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
4.554666666666666308e-01,3.208293142605408432e-01,4.299999999999999933e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
4.583333333333332593e-01,3.238712021090414117e-01,4.099999999999999756e-01,0.000000000000000000e+00,9.899999999999999911e-01,1.500000000000000000e+02
