4.682666666666667199e-01,2.213556615243642001e-01,4.799999999999999822e-01,2.000000000000000042e-02,8.399999999999999689e-01,1.500000000000000000e+02
6.312000000000000943e-01,2.512897928687116145e-01,6.800000000000000488e-01,5.000000000000000278e-02,9.800000000000002043e-01,1.500000000000000000e+02
7.142666666666667163e-01,2.461851516417854213e-01,7.700000000000000178e-01,7.000000000000000666e-02,1.000000000000000000e+00,1.500000000000000000e+02
7.582666666666666444e-01,2.370956112813750183e-01,8.299999999999999600e-01,6.999999999999999278e-02,1.000000000000000000e+00,1.500000000000000000e+02
7.982666666666666799e-01,2.298252862985755429e-01,8.999999999999999112e-01,2.999999999999999889e-02,1.000000000000000000e+00,1.500000000000000000e+02
8.234666666666666801e-01,2.210308776820308629e-01,9.250000000000000444e-01,1.000000000000000021e-02,1.000000000000000222e+00,1.500000000000000000e+02
8.391999999999998350e-01,2.151170843982411207e-01,9.400000000000000577e-01,2.999999999999999889e-02,1.000000000000000000e+00,1.500000000000000000e+02
8.524666666666669279e-01,2.082432445216144123e-01,9.550000000000000711e-01,1.000000000000000021e-02,1.000000000000000000e+00,1.500000000000000000e+02
8.622666666666667368e-01,2.073809591602426283e-01,9.650000000000000799e-01,1.000000000000000021e-02,1.000000000000000000e+00,1.500000000000000000e+02
8.765333333333334975e-01,2.004461246542044994e-01,9.799999999999999822e-01,1.000000000000000021e-02,1.000000000000000000e+00,1.500000000000000000e+02
8.767333333333332535e-01,2.045759733910336164e-01,9.750000000000000888e-01,0.000000000000000000e+00,1.000000000000000222e+00,1.500000000000000000e+02
8.887333333333333751e-01,1.968088638473604879e-01,9.799999999999999822e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
8.902666666666664286e-01,1.969634371033252007e-01,9.899999999999999911e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
8.968666666666664788e-01,1.966117550458827967e-01,9.899999999999999911e-01,0.000000000000000000e+00,1.000000000000000222e+00,1.500000000000000000e+02
9.046666666666666190e-01,1.894225142080235291e-01,9.999999999999998890e-01,0.000000000000000000e+00,1.000000000000000222e+00,1.500000000000000000e+02
9.071333333333334581e-01,1.929432962182297817e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
9.103999999999999870e-01,1.895428887261842166e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00,1.500000000000000000e+02
9.110000000000000320e-01,1.904582193903254506e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
9.136666666666667380e-01,1.921923226585517952e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
9.206666666666668553e-01,1.841871029385306335e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
9.206666666666666332e-01,1.875337006750756874e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
9.203333333333334476e-01,1.882353727532515841e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00,1.500000000000000000e+02
9.214666666666666561e-01,1.885183869605886187e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02
9.280000000000001581e-01,1.830883211276277123e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00,1.500000000000000000e+02
