1.964149048332481350e-03,-6.624962662039328605e-03,0.000000000000000000e+00,-0.000000000000000000e+00,2.278769256823929001e-01,-0.000000000000000000e+00,-5.404898906262999292e-01,1.324538346846935166e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,1.308777623152053704e-01,-1.530348985018919333e-02,-4.875885430132992360e-01,3.339063180155803501e-01,1.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-3.356913971806903957e-02,8.494752678451188144e-02,-0.000000000000000000e+00,-4.867344624317565538e-01,2.545576245281986894e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.144646272811784604e-02,3.429414148439824395e-02,-5.728681013843005265e-02,-4.699046917915747357e-01,2.576751349886420850e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.540712064501830444e-02,5.397910141381261073e-02,-0.000000000000000000e+00,-4.440298953783741176e-01,3.846493867909936415e-01,1.000000000000000000e+00
-0.000000000000000000e+00,-2.369431889524669863e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.665899898856589623e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.335197632600613471e-01,-1.916483943387580491e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,2.683610318321247856e-01,5.593370385038988479e-02,1.000000000000000000e+00
-1.988452226888845834e-02,-1.692746212984843346e-01,-3.567664905647913859e-02,-0.000000000000000000e+00,-4.983051346749815119e-02,-0.000000000000000000e+00,1.458818381312203538e-01,2.191398699125104155e-01,1.000000000000000000e+00
-4.511463014300932245e-02,-1.123475099395006976e-01,-6.583567826182340488e-02,-0.000000000000000000e+00,-2.368463102681042654e-02,-0.000000000000000000e+00,5.068977332276605741e-02,9.743796449385547231e-02,1.000000000000000000e+00
-7.426034342872522842e-02,-1.370846154371176961e-01,-0.000000000000000000e+00,-1.971313897249479721e-03,-2.483169409786836063e-02,0.000000000000000000e+00,2.864858979322012500e-01,2.130167316884947482e-01,1.000000000000000000e+00
-2.475592917243191471e-01,-1.177144536347855264e-01,-3.469830245954561715e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.038121439708983074e-01,1.000000000000000000e+00
-6.932606042727719811e-03,-1.895321614293658807e-01,-8.943333496795771720e-02,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,3.685072569780967755e-01,1.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,-6.824859569661628766e-02,-1.593584333217612503e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,4.480099347164293588e-01,1.000000000000000000e+00
0.000000000000000000e+00,-6.416090788538142929e-03,-4.683240661278082612e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.564925665209140115e-01,1.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.464870842084441294e-01,1.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,-1.556104691276685714e-02,0.000000000000000000e+00,2.662663204722902077e-01,-0.000000000000000000e+00,-1.712309430694938517e-01,-2.435093985684536888e-01,1.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.271378728688684900e-01,0.000000000000000000e+00,-0.000000000000000000e+00,-3.281332884686497531e-01,-0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,-2.326219953673272153e-02,0.000000000000000000e+00,-0.000000000000000000e+00,1.768593829770171433e-01,-0.000000000000000000e+00,-1.021432675304408816e-01,-4.286341630123012836e-01,1.000000000000000000e+00
1.050221879469213568e-02,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.679957929927134219e-01,-7.002864199673337897e-02,-2.764715420447872996e-01,-7.860377020326041186e-02,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.811190027224471089e-01,-4.810802559104677793e-03,-3.179350457457295609e-01,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.398235943268121284e-02,8.382069261512075098e-01,1.000000000000000000e+00
